name,log10_adj_p_val,median_diff
RCOR1 (23186),1.7491291501933,-0.113649405603471
WWP1 (11059),1.7491291501933,-0.0681433073496911
ACACA (31),1.73485218652985,-0.125126804500867
AFF1 (4299),1.73485218652985,-0.0301662073145275
APP (351),1.73485218652985,-0.0462158396123765
GBX1 (2636),1.73485218652985,-0.0293217803426581
TCIRG1 (10312),1.73485218652985,-0.0219342067966146
FDFT1 (2222),1.72063352357373,-0.0695286531825077
LRGUK (136332),1.72063352357373,-0.0537685560496573
SNX25 (83891),1.72063352357373,-0.0573626068874157
CBX5 (23468),1.70647312429473,-0.0667828016079071
NT5E (4907),1.70647312429473,-0.0416597404664789
STK25 (10494),1.70647312429473,-0.0502887833758584
CNTLN (54875),1.69237095137053,-0.036896382812646
MFSD5 (84975),1.69237095137053,-0.0307759072996199
PAPOLA (10914),1.69237095137053,-0.0608936637379517
ZAP70 (7535),1.69237095137053,-0.0627681663299493
CAPNS2 (84290),1.67832696718409,-0.0348015978055268
DRC7 (84229),1.67832696718409,-0.0319217508717986
INSRR (3645),1.67832696718409,-0.0617936590015711
MPEG1 (219972),1.67832696718409,-0.0557848338170083
SPINK4 (27290),1.67832696718409,-0.0492587223312275
TAS2R16 (50833),1.67832696718409,-0.0312807557398995
TRPC4AP (26133),1.67832696718409,-0.0703344465818445
ZNF480 (147657),1.67832696718409,-0.0429808533103124
LRRK2 (120892),1.66434113382093,-0.0599433998002647
RELT (84957),1.66434113382093,-0.0803061363590291
CCDC170 (80129),1.65041341306647,-0.0216214912755047
FOXQ1 (94234),1.65041341306647,-0.0295959421760099
TUBB2A (7280),1.65041341306647,-0.0819712464051565
C8orf74 (203076),1.6365437664033,-0.0728136994558508
GMFG (9535),1.6365437664033,-0.0687475355868159
PCDHGA6 (56109),1.6365437664033,-0.0422050492583205
STK38L (23012),1.6365437664033,-0.045504350248662
USF3 (205717),1.6365437664033,-0.0355961881559129
ZDHHC12 (84885),1.6365437664033,-0.0328232105550462
BEST3 (144453),1.62273215500847,-0.0536016910122276
NAT14 (57106),1.62273215500847,-0.0822692665777497
NPDC1 (56654),1.62273215500847,-0.0492263405264951
NXT1 (29107),1.62273215500847,-0.149274743076612
POC1B (282809),1.62273215500847,-0.0629567758087489
USP30 (84749),1.62273215500847,-0.0528816135446727
YIPF5 (81555),1.62273215500847,-0.0458828885335913
ASB7 (140460),1.60897853975065,-0.0925812943019197
CPXM2 (119587),1.60897853975065,-0.0212308009787226
IPO9 (55705),1.60897853975065,-0.161884140839064
NRSN2 (80023),1.60897853975065,-0.0419337307889769
PM20D2 (135293),1.60897853975065,-0.0568984042268715
PPP1R16A (84988),1.60897853975065,-0.0567036206125565
RSAD2 (91543),1.60897853975065,-0.051453327040901
TMEM132D (121256),1.60897853975065,-0.051428149169186
RUNDC3B (154661),1.59528288118743,-0.0367882097261817
SENP1 (29843),1.59528288118743,-0.0578223229306231
ATOH1 (474),1.58164513956242,-0.0262035108434322
ATP13A5 (344905),1.58164513956242,-0.0399591741797406
BORCS5 (118426),1.58164513956242,-0.0478829189441158
F11R (50848),1.58164513956242,-0.132427423143009
PTPRJ (5795),1.58164513956242,-0.0371914947745332
TMEM151A (256472),1.58164513956242,-0.0436512817945754
USP14 (9097),1.58164513956242,-0.112720331243138
CCT2 (10576),1.56806527480247,-0.0941857147903957
DBT (1629),1.56806527480247,-0.0314019761367415
PLPP6 (403313),1.56806527480247,-0.0327770906770235
CER1 (9350),1.55454324651475,-0.033802415264828
PFDN6 (10471),1.55454324651475,-0.108127301272975
UTP14C (9724),1.55454324651475,-0.0138736796587056
ARHGDIG (398),1.54107901398388,-0.0298068271457137
HSBP1L1 (440498),1.54107901398388,-0.0499738335694955
IYD (389434),1.54107901398388,-0.0466534310007281
NHLRC2 (374354),1.54107901398388,-0.30143693097534
RAD52 (5893),1.54107901398388,-0.0400991643248435
SBDS (51119),1.54107901398388,-0.136538658850707
SH3RF2 (153769),1.54107901398388,-0.0444227415023109
TBC1D20 (128637),1.54107901398388,-0.0639315415276882
TENT4B (64282),1.54107901398388,-0.0694808055608827
TMEM170A (124491),1.54107901398388,-0.0371997384837757
UFM1 (51569),1.54107901398388,-0.141756240285015
USP7 (7874),1.54107901398388,-0.158935149920123
CST1 (1469),1.52767253616903,-0.048450391669751
PPP1CC (5501),1.52767253616903,-0.0623707022518539
RBP1 (5947),1.52767253616903,-0.0460927690797223
UNC13D (201294),1.52767253616903,-0.0660173349700751
CAV3 (859),1.5143237717009,-0.0370238859266161
GPRC5C (55890),1.5143237717009,-0.0306989312367378
LCMT1 (51451),1.5143237717009,-0.234717923171696
MICAL1 (64780),1.5143237717009,-0.0233831759737738
SP2 (6668),1.5143237717009,-0.0729539145583495
KCNC2 (3747),1.50103267887884,-0.0564370167930144
KIF2C (11004),1.50103267887884,-0.113208616351163
LIPT2 (387787),1.50103267887884,-0.0417506748038288
PLPP1 (8611),1.50103267887884,-0.0503409473670659
RDH5 (5959),1.50103267887884,-0.0641580046269985
RERG (85004),1.50103267887884,-0.0253270320812352
SLC25A25 (114789),1.50103267887884,-0.0381174670725971
TCOF1 (6949),1.50103267887884,-0.155271651649783
TST (7263),1.50103267887884,-0.0247360965851057
CRYM (1428),1.48779921566777,-0.0531683789526911
GOLT1A (127845),1.48779921566777,-0.0293494412079497
HSPB8 (26353),1.48779921566777,-0.01769861390361
KRR1 (11103),1.48779921566777,-0.140255828645355
PPP2R2A (5520),1.48779921566777,-0.329399419906183
SIGIRR (59307),1.48779921566777,-0.0423527755351109
SIGLEC5 (8778),1.48779921566777,-0.0344667363177355
TBC1D26 (353149),1.48779921566777,-0.0357965470385923
VRK1 (7443),1.48779921566777,-0.161127337308949
CHP2 (63928),1.47462333969517,-0.056066014457692
FAM174A (345757),1.47462333969517,-0.0581692560608317
MGMT (4255),1.47462333969517,-0.055974096402565
NIF3L1 (60491),1.47462333969517,-0.0301625572122235
PCDHGA7 (56108),1.47462333969517,-0.055695412408113
UBE2O (63893),1.47462333969517,-0.106660745330773
ZBED4 (9889),1.47462333969517,-0.0592942686270883
ZFHX3 (463),1.47462333969517,-0.0284204643034799
COLGALT2 (23127),1.46150500824807,-0.0393217980059015
DIS3 (22894),1.46150500824807,-0.0874120113509641
GNA14 (9630),1.46150500824807,-0.0473624009081959
PCDHA9 (9752),1.46150500824807,-0.0372770527786114
RPAP3 (79657),1.46150500824807,-0.156131539895557
CLCF1 (23529),1.4484441782699,-0.0382617394572378
GRIK5 (2901),1.4484441782699,-0.0514817864378868
RFX6 (222546),1.4484441782699,-0.0429255414975446
TRIM7 (81786),1.4484441782699,-0.0562777155040764
ADCK2 (90956),1.43544080635742,-0.0608908942575757
AMHR2 (269),1.43544080635742,-0.0699289289152577
FGD6 (55785),1.43544080635742,-0.0230589554864535
GOLGA1 (2800),1.43544080635742,-0.0650184820600838
H1-6 (3010),1.43544080635742,-0.0393748073636068
HSD17B6 (8630),1.43544080635742,-0.055661959713041
KHDRBS1 (10657),1.43544080635742,-0.072243495556988
KRT6B (3854),1.43544080635742,-0.0446403441930576
LYPLAL1 (127018),1.43544080635742,-0.0285225770306425
PRRX2 (51450),1.43544080635742,-0.0385178691627771
RAP1GDS1 (5910),1.43544080635742,-0.0523894640825438
RRS1 (23212),1.43544080635742,-0.136737960122544
SCLT1 (132320),1.43544080635742,-0.0363250609666357
SHPRH (257218),1.43544080635742,-0.0320449361766618
VCAM1 (7412),1.43544080635742,-0.0368469797661107
ZNF541 (84215),1.43544080635742,-0.0648522479350529
CXXC5 (51523),1.42249484875756,-0.0301050093148004
ENGASE (64772),1.42249484875756,-0.0488764284043232
INSL6 (11172),1.42249484875756,-0.0377425024094477
NCBP2 (22916),1.42249484875756,-0.162023772621032
SCAP (22937),1.42249484875756,-0.430313650674444
DNAAF10 (116143),1.40960626136429,-0.117311316759974
GABRA2 (2555),1.40960626136429,-0.0407491644733721
HHLA3 (11147),1.40960626136429,-0.036315198336143
LMO3 (55885),1.40960626136429,-0.017298332225539
N4BP3 (23138),1.40960626136429,-0.020203268501083
OAS1 (4938),1.40960626136429,-0.0365462072954934
OCLN (100506658),1.40960626136429,-0.0863103795588743
SIRPB2 (284759),1.40960626136429,-0.0358335554757316
TMX3 (54495),1.40960626136429,-0.0351863284224915
TPM4 (7171),1.40960626136429,-0.0795420436943252
USP2 (9099),1.40960626136429,-0.0395746296496155
BRCA2 (675),1.39677499971537,-0.101612036755553
CACNA2D3 (55799),1.39677499971537,-0.0275610236669485
CARF (79800),1.39677499971537,-0.0458962387088209
CASZ1 (54897),1.39677499971537,-0.0398241554809167
EXOC2 (55770),1.39677499971537,-0.0725910252027881
H4C7 (8369),1.39677499971537,-0.0366961608616379
HNRNPAB (3182),1.39677499971537,-0.0742819416706542
IPO4 (79711),1.39677499971537,-0.0589641272201932
MIR1915HG (399726),1.39677499971537,-0.0535479726239481
NCOA1 (8648),1.39677499971537,-0.0353823264751757
NELFB (25920),1.39677499971537,-0.201163097764115
NOPCHAP1 (121053),1.39677499971537,-0.18487007300523
PKM (5315),1.39677499971537,-0.117656984546027
RGS22 (26166),1.39677499971537,-0.0468290552742936
SCARF2 (91179),1.39677499971537,-0.09735190163319
SNX7 (51375),1.39677499971537,-0.0452231851997415
ZPBP (11055),1.39677499971537,-0.0573395976178205
CYP21A2 (1589),1.38400101898917,-0.0337180286020005
FNTB (2342),1.38400101898917,-0.165812313876149
FTO (79068),1.38400101898917,-0.0398582334543915
IRF2 (3660),1.38400101898917,-0.048326121351358
IRS1 (3667),1.38400101898917,-0.0453570661381167
KIF18B (146909),1.38400101898917,-0.173924630402667
LRRC71 (149499),1.38400101898917,-0.0652154199071965
PCDHB12 (56124),1.38400101898917,-0.0541501536464014
PSD2 (84249),1.38400101898917,-0.0537507098084688
PYCR3 (65263),1.38400101898917,-0.0484452485588495
RPL28 (6158),1.38400101898917,-0.156811817985092
TMTC2 (160335),1.38400101898917,-0.0448902636947089
TRIM23 (373),1.38400101898917,-0.0425663062116524
UTP15 (84135),1.38400101898917,-0.153059129000277
VCPIP1 (80124),1.38400101898917,-0.102035248774139
ZDHHC21 (340481),1.38400101898917,-0.0359401853761823
BYSL (705),1.37128427400141,-0.0761462921328102
CDC42EP4 (23580),1.37128427400141,-0.036035645162204
ESYT1 (23344),1.37128427400141,-0.0513422187603518
GSPT1 (2935),1.37128427400141,-0.146770385341555
HOXB4 (3214),1.37128427400141,-0.051419381503321
NEURL1B (54492),1.37128427400141,-0.0665686227145308
TLX3 (30012),1.37128427400141,-0.0463919777745888
TRPV6 (55503),1.37128427400141,-0.0401320646203026
ZNF746 (155061),1.37128427400141,-0.0556945493124577
ACTL8 (81569),1.35862471920186,-0.0301926406635656
BHLHE41 (79365),1.35862471920186,-0.0707703338783774
DSE (29940),1.35862471920186,-0.0324043404371529
FAU (2197),1.35862471920186,-0.0695013082413793
LCP2 (3937),1.35862471920186,-0.0321266521478735
RTN3 (10313),1.35862471920186,-0.0918445380834885
SLC22A7 (10864),1.35862471920186,-0.04258940481595
SYNE1 (23345),1.35862471920186,-0.0450355723026674
TMEM65 (157378),1.35862471920186,-0.0532797708916648
CAPN11 (11131),1.34602230867107,-0.0446452264660258
FAM43A (131583),1.34602230867107,-0.0341100970164137
MSI1 (4440),1.34602230867107,-0.0530344153417053
NOL9 (79707),1.34602230867107,-0.0975421998738559
PPP4R3A (55671),1.34602230867107,-0.0317215100053851
SGK1 (6446),1.34602230867107,-0.0683963121497772
THBS2 (7058),1.34602230867107,-0.0576881817012665
TRIM11 (81559),1.34602230867107,-0.0544539467937486
ZNF600 (162966),1.34602230867107,-0.0235799885711113
AP3D1 (8943),1.33347699611698,-0.0533047633796369
EMC1 (23065),1.33347699611698,-0.192345316405557
GPBAR1 (151306),1.33347699611698,-0.0486191374104072
LRRC32 (2615),1.33347699611698,-0.0584369035545626
PSG9 (5678),1.33347699611698,-0.0303308548934469
PSMB5 (5693),1.33347699611698,-0.294928173969549
SORBS2 (8470),1.33347699611698,-0.0474101941586586
ZNF429 (353088),1.33347699611698,-0.0194333649462565
ARMC9 (80210),1.32098873487162,-0.0429639121488299
ASB4 (51666),1.32098873487162,-0.057238477355942
C1QL4 (338761),1.32098873487162,-0.0637265376659673
DDI1 (414301),1.32098873487162,-0.0468814728244896
DSG4 (147409),1.32098873487162,-0.0448995007007415
E2F3 (1871),1.32098873487162,-0.0486531544728907
EHMT1 (79813),1.32098873487162,-0.0876270292598702
KRTAP1-4 (728255),1.32098873487162,-0.0739930342706434
MBTD1 (54799),1.32098873487162,-0.0882578817879343
MFAP3L (9848),1.32098873487162,-0.0348844351255086
MFAP5 (8076),1.32098873487162,-0.0274002499004436
RIOK1 (83732),1.32098873487162,-0.169541753340909
RNF44 (22838),1.32098873487162,-0.0341544721286763
ROMO1 (140823),1.32098873487162,-0.161270168990461
SIGLEC6 (946),1.32098873487162,-0.0189516122203349
TMEM131L (23240),1.32098873487162,-0.0577830515884184
TTLL3 (26140),1.32098873487162,-0.0328642898411697
CYB5R4 (51167),1.30855747788764,-0.137138379011099
GRIN3B (116444),1.30855747788764,-0.029608925418157
KLF10 (7071),1.30855747788764,-0.0418565223724656
LARGE1 (9215),1.30855747788764,-0.0448911860029053
PCNX3 (399909),1.30855747788764,-0.0848056697683409
PRR23B (389151),1.30855747788764,-0.042449631142321
PRRT3 (285368),1.30855747788764,-0.0288740639106343
TCP11L2 (255394),1.30855747788764,-0.0497234508246748
TDRD9 (122402),1.30855747788764,-0.0126538220965111
TOP2B (7155),1.30855747788764,-0.0376947266607652
